DATE,ID,LATITUDE,LONGITUDE,ELEVATION,NAME,Season,TMIN,TMAX,PRCP,SNOW,SNWD,Context
2008-07-19,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Summer,17.8,33.9,6.4,0.0,0.0,Previous
2008-07-20,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Summer,,,0.3,0.0,0.0,Missing
2008-07-21,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Summer,,,50.8,0.0,0.0,Missing
2008-07-22,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Summer,,,24.9,0.0,0.0,Missing
2008-07-23,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Summer,18.3,26.7,4.1,0.0,0.0,Next
2008-08-25,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Summer,13.3,26.7,0.0,0.0,0.0,Previous
2008-08-26,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Summer,,28.9,0.0,0.0,0.0,Missing
2008-08-27,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Summer,7.8,22.2,0.0,0.0,0.0,Next
2011-07-14,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Summer,13.3,30.0,4.3,0.0,0.0,Previous
2011-07-15,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Summer,12.2,26.1,0.0,,,Missing
2011-07-16,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Summer,12.2,28.3,0.0,0.0,0.0,Next
2012-05-08,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Spring,6.7,21.7,5.8,0.0,0.0,Previous
2012-05-09,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Spring,,,10.7,0.0,0.0,Missing
2012-05-10,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Spring,,,14.0,0.0,0.0,Missing
2012-05-11,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Spring,,,1.5,0.0,0.0,Missing
2012-05-12,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Spring,2.8,18.9,0.0,0.0,0.0,Next
2013-01-18,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Winter,-11.1,4.4,0.0,0.0,102.0,Previous
2013-01-19,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Winter,,,0.0,0.0,102.0,Missing
2013-01-20,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Winter,,,0.0,0.0,102.0,Missing
2013-01-21,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Winter,,,0.0,0.0,76.0,Missing
2013-01-22,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Winter,,,0.5,3.0,76.0,Missing
2013-01-23,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Winter,,,0.0,0.0,76.0,Missing
2013-01-24,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Winter,,,0.0,0.0,76.0,Missing
2013-01-25,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Winter,-14.4,-8.3,0.0,0.0,76.0,Next
2015-07-22,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Summer,15.6,30.6,0.0,0.0,0.0,Previous
2015-07-23,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Summer,,,0.0,0.0,0.0,Missing
2015-07-24,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Summer,,,0.0,0.0,0.0,Missing
2015-07-25,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Summer,,,4.1,0.0,0.0,Missing
2015-07-26,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Summer,,,0.8,0.0,0.0,Missing
2015-07-27,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Summer,,,4.3,0.0,0.0,Missing
2015-07-28,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Summer,,,13.2,0.0,0.0,Missing
2015-07-29,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Summer,,,0.0,0.0,0.0,Missing
2015-07-30,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Summer,17.8,33.3,0.0,0.0,0.0,Next
2017-11-30,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Fall,-5.6,15.0,0.0,0.0,0.0,Previous
2017-12-01,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Winter,,,0.5,0.0,0.0,Missing
2017-12-02,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Winter,-4.4,8.9,0.0,0.0,0.0,Next
2021-03-15,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Spring,-11.1,6.7,0.0,0.0,0.0,Previous
2021-03-16,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Spring,-11.1,,0.0,0.0,0.0,Missing
2021-03-17,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Spring,-7.2,4.4,0.0,0.0,0.0,Next
2022-05-17,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Spring,12.8,27.2,12.2,0.0,0.0,Previous
2022-05-18,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Spring,,,0.0,0.0,0.0,Missing
2022-05-19,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Spring,,,0.8,0.0,0.0,Missing
2022-05-20,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Spring,,,5.6,0.0,0.0,Missing
2022-05-21,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Spring,,,0.5,0.0,0.0,Missing
2022-05-22,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Spring,,,0.0,0.0,0.0,Missing
2022-05-23,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Spring,12.8,33.9,5.1,0.0,0.0,Next
2022-05-25,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Spring,7.2,20.0,0.0,0.0,0.0,Previous
2022-05-26,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Spring,,23.9,0.0,0.0,0.0,Missing
2022-05-27,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Spring,,23.3,0.0,0.0,0.0,Missing
2022-05-28,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Spring,17.2,27.8,6.4,0.0,0.0,Next
2023-04-17,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Spring,7.8,17.2,1.3,0.0,0.0,Previous
2023-04-18,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Spring,6.1,10.6,,0.0,0.0,Missing
2023-04-19,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Spring,3.3,11.1,,0.0,0.0,Missing
2023-04-20,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Spring,0.0,10.0,0.0,0.0,0.0,Next
2025-02-07,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Winter,-13.9,0.6,9.4,66.0,152.0,Previous
2025-02-08,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Winter,-12.8,1.1,0.0,,152.0,Missing
2025-02-09,USC00272302,42.8267,-71.6261,73.2,NH E MILFORD,Winter,-11.7,0.6,16.0,165.0,229.0,Next
2017-05-12,USC00272303,43.81,-71.3425,210.9,NH E SANDWICH,Spring,3.9,18.3,0.5,0.0,0.0,Previous
2017-05-13,USC00272303,43.81,-71.3425,210.9,NH E SANDWICH,Spring,,,0.3,0.0,0.0,Missing
2017-05-14,USC00272303,43.81,-71.3425,210.9,NH E SANDWICH,Spring,2.2,17.8,34.5,0.0,0.0,Next
2017-06-14,USC00272303,43.81,-71.3425,210.9,NH E SANDWICH,Summer,11.7,32.2,0.0,0.0,0.0,Previous
2017-06-18,USC00272303,43.81,-71.3425,210.9,NH E SANDWICH,Summer,13.3,25.0,,0.0,0.0,Missing
2017-06-19,USC00272303,43.81,-71.3425,210.9,NH E SANDWICH,Summer,18.3,29.4,0.0,0.0,0.0,Next
2018-05-10,USC00272303,43.81,-71.3425,210.9,NH E SANDWICH,Spring,2.2,27.2,0.0,0.0,0.0,Previous
2018-05-14,USC00272303,43.81,-71.3425,210.9,NH E SANDWICH,Spring,0.0,21.7,,0.0,0.0,Missing
2018-05-15,USC00272303,43.81,-71.3425,210.9,NH E SANDWICH,Spring,5.6,26.7,0.0,0.0,0.0,Next
2018-09-13,USC00272303,43.81,-71.3425,210.9,NH E SANDWICH,Fall,15.6,20.6,0.8,0.0,0.0,Previous
2018-09-18,USC00272303,43.81,-71.3425,210.9,NH E SANDWICH,Fall,16.7,27.8,,0.0,0.0,Missing
2018-09-19,USC00272303,43.81,-71.3425,210.9,NH E SANDWICH,Fall,15.0,27.2,6.1,0.0,0.0,Next
2021-06-23,USC00272303,43.81,-71.3425,210.9,NH E SANDWICH,Summer,7.8,23.9,2.8,0.0,0.0,Previous
2021-06-24,USC00272303,43.81,-71.3425,210.9,NH E SANDWICH,Summer,,,,0.0,0.0,Missing
2021-06-25,USC00272303,43.81,-71.3425,210.9,NH E SANDWICH,Summer,5.6,27.2,,0.0,0.0,Missing
2021-06-26,USC00272303,43.81,-71.3425,210.9,NH E SANDWICH,Summer,9.4,22.2,0.0,0.0,0.0,Next
2021-07-23,USC00272303,43.81,-71.3425,210.9,NH E SANDWICH,Summer,11.7,26.7,0.0,0.0,0.0,Previous
2021-07-24,USC00272303,43.81,-71.3425,210.9,NH E SANDWICH,Summer,,,,0.0,0.0,Missing
2021-07-25,USC00272303,43.81,-71.3425,210.9,NH E SANDWICH,Summer,,,,0.0,0.0,Missing
2021-07-26,USC00272303,43.81,-71.3425,210.9,NH E SANDWICH,Summer,14.4,26.1,,0.0,0.0,Missing
2021-07-27,USC00272303,43.81,-71.3425,210.9,NH E SANDWICH,Summer,15.0,27.2,1.5,0.0,0.0,Next
2021-08-08,USC00272303,43.81,-71.3425,210.9,NH E SANDWICH,Summer,13.9,30.0,0.0,0.0,0.0,Previous
2021-08-09,USC00272303,43.81,-71.3425,210.9,NH E SANDWICH,Summer,,,,0.0,0.0,Missing
2021-08-10,USC00272303,43.81,-71.3425,210.9,NH E SANDWICH,Summer,17.2,27.8,,0.0,0.0,Missing
2021-08-11,USC00272303,43.81,-71.3425,210.9,NH E SANDWICH,Summer,17.8,28.3,0.0,0.0,0.0,Next
2021-09-08,USC00272303,43.81,-71.3425,210.9,NH E SANDWICH,Fall,9.4,26.1,0.0,0.0,0.0,Previous
2021-09-09,USC00272303,43.81,-71.3425,210.9,NH E SANDWICH,Fall,,,,0.0,0.0,Missing
2021-09-10,USC00272303,43.81,-71.3425,210.9,NH E SANDWICH,Fall,15.0,21.1,,0.0,0.0,Missing
2021-09-11,USC00272303,43.81,-71.3425,210.9,NH E SANDWICH,Fall,9.4,21.1,0.0,0.0,0.0,Next
2015-04-09,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Spring,-1.1,6.7,4.8,8.0,0.0,Previous
2015-04-10,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Spring,-1.1,2.8,6.6,0.0,,Missing
2015-04-11,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Spring,1.7,11.7,0.3,0.0,0.0,Next
2017-03-30,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Spring,-1.1,7.8,0.0,0.0,0.0,Previous
2017-03-31,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Spring,1.7,11.1,0.0,0.0,,Missing
2017-04-01,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Spring,-1.1,4.4,38.6,104.0,102.0,Next
2018-03-10,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Spring,-2.8,3.3,0.5,18.0,279.0,Previous
2018-03-11,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Spring,-5.0,4.4,0.0,0.0,,Missing
2018-03-12,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Spring,-8.9,7.2,0.0,0.0,152.0,Next
2025-02-06,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Winter,-16.1,-5.0,0.0,0.0,76.0,Previous
2025-02-08,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Winter,-10.6,1.7,0.0,0.0,,Missing
2025-02-09,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Winter,-10.6,1.1,16.8,140.0,254.0,Next
2025-02-10,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Winter,-9.4,0.0,0.0,3.0,229.0,Previous
2025-02-11,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Winter,-16.1,0.0,0.0,0.0,,Missing
2025-02-12,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Winter,-16.1,0.6,0.0,0.0,229.0,Next
2025-03-03,USC00275703,42.7347,-71.4803,54.9,NH NASHUA CWSU,Spring,-13.9,-3.9,0.0,0.0,152.0,Previous
2000-11-01,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Fall,-1.7,7.8,0.8,0.0,,Missing
2000-11-02,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Fall,-1.1,12.8,0.0,0.0,0.0,Next
2000-11-17,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Fall,-1.1,7.8,0.0,0.0,0.0,Previous
2000-11-18,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Fall,-2.2,,0.0,0.0,0.0,Missing
2000-11-19,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Fall,-7.2,3.3,0.0,0.0,0.0,Next
2000-11-28,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Fall,0.0,7.8,0.3,0.0,25.0,Previous
2000-11-29,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Fall,-0.6,7.2,0.0,0.0,,Missing
2000-11-30,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Fall,-0.6,8.3,0.0,0.0,0.0,Next
2001-05-22,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Spring,5.6,21.1,0.0,0.0,0.0,Previous
2001-05-23,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Spring,,,0.0,0.0,0.0,Missing
2001-05-24,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Spring,7.2,22.2,1.3,0.0,0.0,Next
2002-12-24,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Winter,-2.8,2.8,1.0,13.0,25.0,Previous
2002-12-25,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Winter,-10.0,0.6,0.0,25.0,,Missing
2002-12-26,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Winter,-8.9,-2.8,29.7,284.0,279.0,Next
2004-07-02,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Summer,10.0,26.7,1.5,0.0,0.0,Previous
2004-07-03,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Summer,,27.2,0.0,0.0,0.0,Missing
2004-07-04,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Summer,11.1,26.7,0.0,0.0,0.0,Next
2006-01-11,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Winter,-3.3,5.0,0.0,0.0,203.0,Previous
2006-01-12,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Winter,-0.6,5.6,,0.0,152.0,Missing
2006-01-13,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Winter,-3.9,8.9,0.0,0.0,127.0,Next
2006-08-30,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Summer,11.7,18.9,0.0,0.0,0.0,Previous
2006-08-31,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Summer,,,,0.0,0.0,Missing
2006-09-01,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Fall,,,,0.0,0.0,Missing
2006-09-02,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Fall,,,,0.0,0.0,Missing
2006-09-03,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Fall,11.1,22.8,,0.0,0.0,Missing
2006-09-04,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Fall,11.1,15.0,20.3,0.0,0.0,Next
2010-11-25,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Fall,-6.1,3.3,0.0,0.0,0.0,Previous
2010-11-26,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Fall,-5.6,1.7,,8.0,0.0,Missing
2010-11-27,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Fall,-5.0,2.8,,15.0,0.0,Missing
2010-11-28,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Fall,-9.4,1.7,0.0,3.0,0.0,Next
2011-04-25,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Spring,1.1,17.2,0.0,0.0,0.0,Previous
2011-04-26,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Spring,3.9,15.6,31.2,,,Missing
2011-04-27,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Spring,7.8,12.2,2.8,0.0,0.0,Next
2011-07-30,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Summer,15.6,21.7,10.9,0.0,0.0,Previous
2011-07-31,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Summer,10.6,27.2,0.0,,,Missing
2011-08-01,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Summer,11.7,29.4,0.0,0.0,0.0,Next
2012-11-18,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Fall,-7.8,7.2,0.0,0.0,0.0,Previous
2012-11-19,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Fall,-9.4,6.1,,0.0,0.0,Missing
2012-11-20,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Fall,-9.4,6.7,0.0,0.0,0.0,Next
2014-08-10,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Summer,10.0,27.2,0.0,0.0,0.0,Previous
2014-08-11,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Summer,10.0,26.1,,0.0,0.0,Missing
2014-08-12,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Summer,11.1,26.7,,0.0,0.0,Missing
2014-08-13,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Summer,16.1,24.4,,0.0,0.0,Missing
2014-08-14,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Summer,12.2,17.8,71.4,0.0,0.0,Next
2024-11-02,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Fall,4.4,22.2,0.5,0.0,0.0,Previous
2024-11-03,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Fall,-6.1,,0.0,0.0,0.0,Missing
2024-11-04,USC00278614,43.8644,-71.2664,164.9,NH TAMWORTH 4,Fall,-6.1,8.9,0.0,0.0,0.0,Next
2006-12-31,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Winter,-5.6,-1.1,3.0,38.0,25.0,Previous
2007-01-01,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Winter,,,5.1,0.0,25.0,Missing
2007-01-02,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Winter,,,15.0,0.0,0.0,Missing
2007-01-03,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Winter,,,0.8,0.0,0.0,Missing
2007-01-04,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Winter,,,0.0,0.0,0.0,Missing
2007-01-05,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Winter,,,0.0,0.0,0.0,Missing
2007-01-06,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Winter,,,1.5,0.0,0.0,Missing
2007-01-07,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Winter,,,3.3,0.0,0.0,Missing
2007-01-08,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Winter,,,12.2,0.0,0.0,Missing
2007-01-09,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Winter,,,14.5,0.0,0.0,Missing
2007-01-10,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Winter,,,0.0,0.0,0.0,Missing
2007-01-11,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Winter,,,0.0,0.0,0.0,Missing
2007-01-12,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Winter,,,0.0,0.0,0.0,Missing
2007-01-13,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Winter,,,0.0,0.0,0.0,Missing
2007-01-14,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Winter,,,0.0,0.0,0.0,Missing
2007-01-15,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Winter,,,7.9,0.0,0.0,Missing
2007-01-16,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Winter,,,7.4,3.0,0.0,Missing
2007-01-17,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Winter,,,0.0,0.0,0.0,Missing
2007-01-18,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Winter,,,0.0,0.0,0.0,Missing
2007-01-19,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Winter,,,2.0,23.0,25.0,Missing
2007-01-20,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Winter,,,0.0,0.0,25.0,Missing
2007-01-21,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Winter,,,0.0,8.0,25.0,Missing
2007-01-22,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Winter,,,0.0,0.0,0.0,Missing
2007-01-23,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Winter,,,0.3,13.0,25.0,Missing
2007-01-24,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Winter,,,0.0,8.0,25.0,Missing
2007-01-25,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Winter,,,0.0,0.0,0.0,Missing
2007-01-26,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Winter,,,0.0,0.0,0.0,Missing
2007-01-27,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Winter,,,0.0,0.0,0.0,Missing
2007-01-28,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Winter,,,0.5,15.0,25.0,Missing
2007-01-29,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Winter,,,0.0,0.0,0.0,Missing
2007-01-30,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Winter,,,0.0,0.0,0.0,Missing
2007-01-31,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Winter,,,0.0,0.0,0.0,Missing
2007-02-01,USC00279278,42.9108,-71.2019,87.8,NH W HAMPSTEAD,Winter,-11.7,0.0,0.0,0.0,0.0,Next
1948-05-12,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-0.6,7.8,2.3,0.0,0.0,Previous
1948-05-13,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-1.1,4.4,0.0,0.0,,Missing
1948-05-14,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,-5.0,0.0,10.2,46.0,25.0,Next
1996-11-09,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,-5.0,7.8,71.9,0.0,0.0,Previous
1996-11-10,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,-10.6,-3.3,1.0,10.0,,Missing
1996-11-11,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Fall,-12.2,-10.6,3.3,38.0,25.0,Next
2022-05-30,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,4.4,12.2,0.0,0.0,0.0,Previous
2022-05-31,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Spring,6.1,11.1,0.5,,,Missing
2022-06-01,USW00014755,44.2703,-71.3033,1911.7,NH MT WASHINGTON,Summer,4.4,8.9,2.8,0.0,0.0,Next
